# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
1 0.08593615750056015 -0.08660858881828452 0.9198405397645085 -0.372836841772218 -28.872105515603778 49.41789281232305 155.75502084291952 1 left/000.png

2 0.08192000992872464 -0.08267315894652773 0.9243429554931741 -0.36337908772138194 -87.05138785106666 38.68759400252176 152.63629189411128 1 right/000.png

3 -0.027622636912828204 -0.40707319039875534 0.6647663767454264 -0.6257907573121535 -78.42217453994004 60.972058578930344 81.07059934727249 1 left/001.png

4 -0.03291225382873575 -0.40158738239660796 0.6724430781178379 -0.6208580067448279 -119.62855301184132 34.02780255564568 114.02110945645566 1 right/001.png

5 0.20467762835456735 0.2285094963717544 -0.38184833334223456 0.8718270062591743 -59.610802089491415 -17.224040532813966 63.77739957428247 1 left/002.png

6 0.20594367851400006 0.22097428723634902 -0.3906697118209385 0.8695600852881038 -108.55074356042408 -3.832002456178289 94.3589319238703 1 right/002.png

7 0.03912147919217306 0.027866726582878875 -0.16746485579057557 0.9847073054925576 -33.93682497402499 -30.340570317142472 108.75774924755504 1 left/003.png

8 0.036925723219005176 0.02224453073314985 -0.17758973986456875 0.9831599850034836 -92.96052727336348 -25.29069695981919 109.38705189916381 1 right/003.png

9 0.02290838971398298 -0.6150199520418912 -0.41862642963965996 0.6678155259338111 -55.84511931655664 -60.9097899716972 225.58604588115605 1 left/004.png

10 0.01627709690087025 -0.6197648137892299 -0.42338059316394194 0.6605872425633345 -67.1307267675039 -26.856566633854378 178.44044459493443 1 right/004.png

11 0.5417755122501312 0.3574179854979293 0.7189228435360974 -0.24876017167280196 -111.10727530166412 4.2155147855088835 270.67126674774295 1 left/005.png

12 0.5428772713633659 0.35533190161005396 0.7228298265144704 -0.2377825684029632 -122.44225739953748 21.398185409362515 215.11977093578207 1 right/005.png

13 -0.1894835684247558 0.43901811036112637 0.7921973805913095 0.3791864795272039 -62.4361166777783 -81.75311774952658 -189.82684001436462 1 left/006.png

14 -0.18991712988522358 0.44179644865414514 0.78584644072223 0.3888351235896097 -94.5280625395884 -51.79394809172389 -150.04933581801131 1 right/006.png

15 -0.5760851042968598 0.5706718810162149 0.0993731969955009 0.5767014171506644 -163.14586549259428 0.9485141342852099 -244.36818045642616 1 left/007.png

16 -0.5725039697617674 0.5742189442661872 0.08875330805967457 0.5784761524568728 -146.33331636150908 -34.42302066099792 -199.91722553064102 1 right/007.png

17 -0.27081006228309995 0.6591198046234987 -0.5002233763160654 0.4919345150589258 -176.37427478980038 64.76249891405 -183.55145738911477 1 left/008.png

18 -0.2632141703472104 0.6578964836390121 -0.5087707236369012 0.48892010401888447 -178.77328169950977 10.440950855545204 -160.0331909086111 1 right/008.png

19 0.2814584719843737 0.8842753971899749 -0.29144197180985154 0.23216314854067427 -232.67287174615785 31.583615500649273 -142.23449874611845 1 left/009.png

20 0.29123066962904104 0.8792220345072863 -0.29544246337382823 0.2342371916239878 -190.92368964484538 10.983838837882729 -105.59640830476422 1 right/009.png

21 0.7538630439649354 0.6420652771786761 -0.02855783246914695 0.1364812843948061 -239.88722080366546 18.983566554200177 -112.89637064218888 1 left/010.png

22 0.7601607133312716 0.6334484044392793 -0.028543404946004457 0.141718322227975 -183.55411015415615 32.46691653583946 -100.46758978097681 1 right/010.png

23 0.8180875082200312 0.4819741342968941 0.3014866559377372 0.08683063430944364 -231.4440673777595 2.3131677115434894 -54.48443269038326 1 left/011.png

24 0.821321852474239 0.47403372856861015 0.30282961572102823 0.09495610917618792 -185.9769307953469 30.58722425493148 -79.8421118714676 1 right/011.png

25 0.5904718600607055 0.22474280719068984 0.7411576301067642 -0.2269780174973424 -138.20243192359786 36.98126873115409 2.865596573912427 1 left/012.png

26 0.5900143703874255 0.22213116864691226 0.7455082555045596 -0.21623650854200124 -152.7879409258 43.07906448573059 -54.228838268333035 1 right/012.png

27 0.23799604189349677 -0.03468008366365353 0.8544306074791229 -0.46054697137530703 -77.07142642698406 66.7465439317155 -53.51221584620891 1 left/013.png

28 0.2351095837973519 -0.03213061290824021 0.8603952285510991 -0.45101126150826765 -130.90042719642773 53.094029314522885 -74.14573703537674 1 right/013.png

29 -0.27393750743820994 -0.406260293155748 0.6589656437468736 -0.5706795042620812 -123.98792281573293 49.79507941568979 -160.04027199197256 1 left/014.png

30 -0.27935710195454244 -0.39849576729181546 0.6649026666091142 -0.5666261350962869 -155.21218088692876 40.08397895528104 -110.6395137829686 1 right/014.png

31 0.7348660618813517 0.6763546824580864 -0.046791990879681264 0.01807551386628414 -234.26107224186865 44.70238016325918 -47.24309992866218 1 left/015.png

32 0.7420012402323073 0.6684320663513668 -0.04575014910979388 0.02323049770003559 -175.277953086316 46.0765324306886 -41.876719761262834 1 right/015.png

33 0.7712774097771301 0.2068504268844337 -0.01014164094899331 -0.6018647731709095 -135.7565157994779 111.40210258651187 -42.68628626457743 1 left/016.png

34 0.7754210023174981 0.20163650048864917 -0.0009290460236866596 -0.5983845984892188 -118.40594475715174 57.36749140334108 -59.68373179801006 1 right/016.png

35 0.8450610083077694 0.17251720689778902 0.10717047719845045 -0.49459498013940434 -171.89145185985558 110.73798350644411 -37.36531086995546 1 left/017.png

36 0.8479312275710996 0.16642203773384318 0.11572358317205861 -0.4898207743288386 -142.9600387603233 64.96615975133257 -61.398790894048474 1 right/017.png

37 -0.4990080620753509 0.19799717736245304 0.11096603717951334 0.8363459872164025 -89.00578850252654 65.19660129216345 -98.82980989807649 1 left/018.png

38 -0.5002219177550836 0.19958052261167966 0.09925193828693508 0.8367166191356317 -114.71287681326919 17.007509761717422 -75.88091572151026 1 right/018.png

39 -0.28742937221523523 0.7455940081055273 0.3992359707919452 0.44953817489831027 -150.14360496533303 -49.70892921466836 -77.54124802888012 1 left/019.png

40 -0.28304683753772236 0.7477287028480587 0.39069931870052976 0.456223976862238 -135.20406745463308 -32.653233096050705 -22.80909911483672 1 right/019.png

41 0.16119867127487994 -0.4670317609055447 -0.5834916676385157 0.6445415397638103 -34.86809266306679 -34.969870497086674 43.14583270254346 1 left/020.png

42 0.15695198461870913 -0.4736617893389428 -0.5878305042430864 0.6367620294315595 -62.28135434457784 11.64637746422595 18.95630633546304 1 right/020.png

43 -0.358177705925517 0.7106633124946661 -0.07895768208744812 0.6003599517717849 -161.8881656351967 32.56628063293796 -42.90277595972337 1 left/021.png

44 -0.3523930438260737 0.7112319824414269 -0.08924570036124638 0.6016671960332084 -149.3031254818482 -1.07654850492019 4.208491140756429 1 right/021.png

45 0.3710387179854074 0.7811134791003379 0.46057102227234525 0.20016577121605472 -165.46689557085526 -57.276196279924264 100.93480033453862 1 left/022.png

46 0.376282862966616 0.7777888554007469 0.45761646931405464 0.20986393321526664 -138.40054406268968 -4.582266980963205 101.6108971809888 1 right/022.png

47 0.8177180329048352 0.38444538587391375 -0.2527895557043851 -0.34588495843167844 -130.3284260152716 99.77150578386399 59.101196379962715 1 left/023.png

48 0.8239995263104665 0.3767190055269224 -0.24658984078514642 -0.3439491560339836 -90.43616465234103 56.50226136242753 65.88902713970404 1 right/023.png

